file_key,target,hemisphere,neuron,firing_rate,burst_index,cv,burst_durations,spike_power
neuron_073,STN,L,SNr,132.8784937964001,2.136520041498779,0.29896907216494845,"(0.20700000000000113, 0.1200000000000001, 0.13863157894736805, 0.13624999999999976)","(-16.7458951489619, -15.618823880033158, -7.954599636802558, -15.808996249657083)"
neuron_074,STN,L,SNr,133.4684638719074,1.9728065415940952,0.34444444444444444,"(0.0, 0.0, 0.12999999999999998, 0.1359999999999999)","(-14.83125564718349, -15.461067153337316, -10.040385510781974, -14.965539500889715)"
neuron_075,STN,L,SNr,90.29844742981257,2.5545531298668944,0.5137614678899083,"(0.0, 0.0, 0.15999999999999998, 0.1200000000000001)","(-13.079367385972562, -16.49749625102117, -13.672738895978881, -13.033776551761429)"
neuron_076,STN,R,SNr,111.92100074344638,1.5852184098707223,0.25925925925925924,"(0.1759999999999997, 0.1990000000000003, 0.1433333333333332, 0.23159999999999997)","(-14.284767678785744, -16.150271890404273, -14.036295589695445, -12.823716121754526)"
neuron_077,STN,R,SNr,83.79258113377809,1.4140675003559195,0.1888111888111888,"(0.11, 0.0, 0.0, 0.0)","(-13.244436606441983, -15.191047270743525, -14.163812480044689, -13.793059754881147)"
neuron_078,STN,R,SNr,91.02501383419815,1.8456377984347254,0.35074626865671643,"(0.0, 0.0, 0.1200000000000001, 0.21799999999999997)","(-14.784575935487766, -16.964030395608212, -13.080201192655185, -14.13899810451203)"
neuron_079,GPi,L,HFD,59.98239962806762,2.8065270607939397,0.5879265091863517,"(0.2532000000000001, 0.11999999999999994, 0.11866666666666643, 0.14599999999999969)","(-10.337723106413847, -13.796184957796743, -14.395962979944505, -14.356782145796426)"
neuron_080,GPi,L,BOR,31.87948258452304,11.883560836328142,0.8529411764705882,"(0.558500000000001, 0.2375000000000005, 0.18123529411764702, 0.18036363636363648)","(-10.59348479798989, -14.21399653927538, -12.740612570783318, -15.085414407332156)"
neuron_081,GPi,L,BOR,67.40843131903988,3.0773931559170817,0.4233128834355828,"(0.18000000000000016, 0.146, 0.17600000000000016, 0.11942857142857173)","(-12.434239766758415, -14.591489874140642, -11.595017896114342, -14.29116984763165)"
neuron_082,GPi,R,BOR,57.254056487782925,4.634263699355958,0.6412213740458015,"(0.23114285714285707, 0.19999999999999982, 0.1793846153846156, 0.1844999999999998)","(-10.74937951310253, -14.105452171204156, -13.747619367342045, -13.162249622583397)"
neuron_083,STN,L,SNr,117.05811502559472,1.6142794635668756,0.2871287128712871,"(0.17600000000000016, 0.12199999999999989, 0.14119999999999963, 0.16799999999999987)","(-13.103083738109401, -14.544145789425196, -14.612668745874371, -13.821645076527727)"
neuron_084,STN,R,SNr,129.17810431131926,1.648705937100962,0.2631578947368421,"(0.0, 0.0, 0.11299999999999955, 0.1250000000000001)","(-12.672110499034373, -15.2898533499554, -15.76611781330988, -15.29794673586952)"
neuron_085,GPi,L,HFD,53.7572534434928,2.91962039109734,0.4127906976744186,"(0.17800000000000082, 0.0, 0.1160000000000001, 0.15100000000000025)","(-13.606372974242884, -13.579807400466194, -13.865125866627208, -11.43090407680494)"
neuron_086,GPi,L,HFD,89.14433464953599,3.4860319452481847,0.4020618556701031,"(0.18300000000000047, 0.15700000000000003, 0.12630769230769223, 0.1389999999999999)","(-12.354035435507768, -14.431355955075071, -13.912095588330304, -13.55469509503919)"
neuron_087,GPi,L,HFD,104.80562888125037,2.0571325022394804,0.3269230769230769,"(0.0, 0.0, 0.12299999999999994, 0.13466666666666657)","(-13.117336403577916, -14.67689501756993, -13.869832455001523, -14.402303408050862)"
neuron_088,GPi,L,HFD,96.03419033387948,2.0063187047677498,0.3076923076923077,"(0.17000000000000004, 0.0, 0.15127272727272706, 0.1588)","(-13.525339306576642, -15.123472039975184, -12.632627362107318, -13.208260862316003)"
neuron_089,GPi,L,HFD,68.98226978788838,2.048862628625082,0.4218289085545723,"(0.3328000000000001, 0.1309999999999999, 0.10899999999999999, 0.1039999999999992)","(-11.47700281593519, -14.193088489496368, -14.758350763986133, -14.422092763379696)"
neuron_090,GPi,L,HFD,66.57494546827913,4.003599570373972,0.45038167938931295,"(0.0, 0.0, 0.13200000000000042, 0.18800000000000017)","(-11.68517558132689, -14.020168581382883, -14.094597568763573, -13.925391014282422)"
neuron_091,STN,L,SNr,90.49925985735435,2.085876148082747,0.3225806451612903,"(0.0, 0.0, 0.0, 0.0)","(-14.30783752968565, -15.897294622874462, -14.803660110301669, -13.858135204879332)"
neuron_092,STN,L,SNr,58.971252517310276,2.5662752036030194,0.42011834319526625,"(0.0, 0.17799999999999994, 0.10600000000000165, 0.14100000000000013)","(-15.172489710593362, -14.044818993076262, -14.100019176896714, -13.095535561909005)"
neuron_093,STN,R,SNr,126.23865750408142,1.3732654736728944,0.21649484536082475,"(0.0, 0.0, 0.0, 0.0)","(-12.155781682248389, -15.22705982097544, -16.162198198521864, -16.881907925875844)"
neuron_094,STN,L,SNr,79.3594808126411,2.7450089106283606,0.3983739837398374,"(0.26333333333333325, 0.3596666666666666, 0.17295238095238094, 0.18166666666666664)","(-12.94514716543549, -14.198359666359384, -13.143279645529073, -13.305926071603785)"
neuron_095,STN,L,SNr,91.55002689871925,2.2609674591213422,0.3709677419354839,"(0.1599999999999997, 0.16399999999999998, 0.15657142857142858, 0.13983333333333334)","(-13.188755253057147, -16.246529236388493, -13.885983880088762, -12.653788543821026)"
neuron_096,GPi,R,BOR,87.67790644289141,6.011888131469266,0.5657894736842105,"(0.28690909090909106, 0.2670666666666664, 0.16162790697674448, 0.18054054054054072)","(-10.40382147369105, -12.117217732850591, -12.941276938725355, -14.598664327107008)"
neuron_097,STN,R,SNr,61.59493754450162,1.724454034630087,0.3,"(0.0, 0.0, 0.10599999999999987, 0.16000000000000014)","(-15.372037198447428, -15.625700873228762, -13.993207477878114, -13.517031436475321)"
neuron_098,STN,L,SNr,109.23428435779887,2.0066598380998646,0.28,"(0.18299999999999997, 0.27000000000000046, 0.1795, 0.14859999999999982)","(-12.56023228962852, -13.000612734910383, -15.090094639077364, -12.878697822145417)"
neuron_099,STN,L,SNr,108.80465302847976,2.026103085852863,0.28,"(0.16200000000000023, 0.25300000000000056, 0.16320000000000018, 0.16060000000000013)","(-12.86893511723507, -13.481797050167003, -13.02647989500118, -13.872450478400896)"
neuron_100,GPi,L,BOR,36.802978584782736,2.1979259509654514,0.45483870967741935,"(0.0, 0.1379999999999999, 0.13513043478260864, 0.14719999999999955)","(-15.960933275660912, -14.963777958742332, -12.72552192892633, -12.738048831596277)"
neuron_101,GPi,L,HFD,100.74761065286222,2.885773950979473,0.42424242424242425,"(0.18399999999999994, 0.0, 0.17533333333333356, 0.14771428571428594)","(-12.132443876315183, -16.008807522160275, -14.948330010538967, -15.441120230316141)"
neuron_102,GPi,L,HFD,132.19345251708532,1.8153718249728872,0.27058823529411763,"(0.20984615384615443, 0.21433333333333385, 0.12881250000000027, 0.14810526315789446)","(-12.837302976648616, -14.4913496793453, -15.489863803245939, -13.759393642578994)"
neuron_103,GPi,L,BOR,45.570702181288546,4.300763213151664,0.5347432024169184,"(0.21657894736842045, 0.19504347826087007, 0.15468571428571423, 0.15045569620253196)","(-12.6568791818804, -13.528443821412798, -14.606831498033927, -14.245047616980193)"
neuron_104,STN,R,SNr,90.2081727062452,1.9654972439620284,0.28225806451612906,"(0.1960000000000015, 0.0, 0.11879999999999988, 0.13733333333333345)","(-14.214875840684195, -16.22583807612279, -14.159839884406303, -11.878469224918124)"
neuron_105,STN,R,SNr,89.97162103400137,2.0115629807494755,0.28225806451612906,"(0.15399999999999991, 0.0, 0.11300000000000028, 0.15639999999999996)","(-14.73022386068251, -15.945955455595778, -14.104568511145573, -12.382686164631064)"
neuron_106,GPi,L,BOR,35.65890702343797,13.09642376212021,0.5755813953488372,"(0.29953846153846153, 0.41258823529411764, 0.24628571428571425, 0.20525925925925922)","(-12.585761186104714, -8.363214874013224, -11.93834473599279, -12.998454171346287)"
neuron_107,GPi,R,BOR,71.86766402737439,3.6977099668492945,0.4838709677419355,"(0.18100000000000052, 0.19755555555555582, 0.16045833333333334, 0.14697872340425533)","(-13.266158744612422, -15.774963299117136, -13.689658141592462, -15.626255878840672)"
neuron_108,GPi,R,BOR,66.3084746019597,6.812624905434086,0.5853658536585366,"(0.23856, 0.325769230769231, 0.20033962264150945, 0.16190243902439072)","(-9.650989686006758, -9.223639553744551, -10.522074164514418, -11.872218116462083)"
neuron_109,GPi,L,BOR,98.23008849557525,2.2358756536393978,0.3055555555555556,"(0.2, 0.0, 0.11100000000000021, 0.13224999999999967)","(-16.95650847128774, -15.67339874413191, -7.837647466183453, -16.04946774925739)"
neuron_110,STN,R,SNr,73.21149988856698,2.741583465465184,0.36619718309859156,"(0.0, 0.17933333333333315, 0.1388000000000001, 0.13685714285714295)","(-13.6569148372505, -13.117635979279461, -14.804683182592822, -12.490381435360957)"
neuron_111,GPi,R,BOR,78.16982867760241,2.930484764231294,0.5412844036697247,"(0.20316666666666686, 0.23533333333333242, 0.19033333333333333, 0.15244444444444458)","(-14.524401016277205, -13.953311213425417, -11.281033085058933, -13.236165623410406)"
neuron_112,GPi,R,BOR,38.05202749941739,3.1907536049279193,0.5770925110132159,"(0.0, 0.13699999999999998, 0.15440000000000015, 0.13200000000000003)","(-12.971718328375516, -13.254836371972903, -12.175821779682352, -12.096236775616365)"
neuron_113,GPi,R,BOR,65.22818465529122,3.1711037053974027,0.6357142857142857,"(0.2240000000000001, 0.20199999999999996, 0.16320000000000004, 0.1373333333333332)","(-13.301687094559245, -15.260587500792065, -9.136324462421682, -14.079259920080926)"
neuron_114,GPi,R,BOR,84.0670766780231,3.428105153835782,0.5963302752293578,"(0.18899999999999995, 0.0, 0.11599999999999999, 0.13000000000000012)","(-10.287884104206714, -14.803791348391432, -15.553948008670059, -15.616585905569409)"
neuron_115,STN,L,STN,41.18445178720952,2.569885522893993,0.5282258064516129,"(0.0, 0.18599999999999994, 0.14155555555555566, 0.14718750000000025)","(-13.755963912444573, -13.908528000803301, -13.619269757153738, -12.329451251563981)"
neuron_116,STN,L,SNr,82.29198415117344,2.5623109714825594,0.3112033195020747,"(0.0, 0.0, 0.0, 0.14800000000000013)","(-13.177601961552625, -14.790979351337544, -13.856831185505907, -10.571650880271191)"
neuron_117,GPi,R,HFD,102.08907557897093,1.8946938330319856,0.38392857142857145,"(0.0, 0.0, 0.11400000000000077, 0.1180000000000002)","(-14.763243251646829, -15.72650214016522, -11.98273534246139, -12.609674802456096)"
